ts	qid	tag	query	limit	http	total_hits	n_hits	bales_frags	err
2026-09-14T07:21:01Z	q0213	chain	"burned down. One might be tempted" "pervasive or non-existent throughout the area" "neighborhood. Musham locates Walter Forbes’ house" "would have certainly blocked Sullivan’s line"	10	200	1	1	4	
2026-09-14T07:21:06Z	q0215	markerQ2	"Transcript of the Inquiry (Regan)" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:21:11Z	q0216	chain	"half of lot 19 Figure 64" "White’s house, and William White owned" "of lot 18 the middle half-lot" "horses out. 18 and in another"	10	200	1	1	4	
2026-09-14T07:21:27Z	q0217	markerQ2	"Transcript of the Inquiry (McLaughlin)" "loosened them as quick as I could"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:21:34Z	q0218	chain	"O’Leary home. The west half-lot was" "Daniel Sullivan’s barns was on the" "brushed aside as easily as the" "sitting on the side- walk by"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:21:37Z	q0219	markerQ2	"Transcript of the Inquiry (O'Leary)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:21:48Z	q0221	markerQ2	"Transcript of the Inquiry (Brown)" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:05Z	q0220	chain	"Mrs. O’Leary’s Cow the barn and thus" "tioning before the commissioners and mar" "suasively argues that the fire began" "the fire began much ear- lier"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:22:11Z	q0222	markerQ2	"Transcript of the Inquiry (Schaefer)" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:22:19Z	q0224	markerQ2	"Transcript of the Inquiry (Hickey)" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:22:19Z	q0225	T2	hobbled "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:19Z	q0226	chain	"See Figure 54. Like the O'Leary" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:20Z	q0227	chain	"12th witness Q. Where do you live" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:24Z	q0228	markerQ2	"Transcript of the Inquiry (Williams)" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:22:28Z	q0231	chain	"city for the last fifteen or" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:28Z	q0229	T2	"No one knows what really happened" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:34Z	q0232	markerQ2	"Transcript of the Inquiry (Hildreth)" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:22:37Z	q0233	chain	"Great Chicago Fire and the Myth" "loosened them as quick as I could"	10	200	2	2	5	
2026-09-14T07:22:39Z	q0234	T2	pipe "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:22:43Z	q0235	markerQ2	"Transcript of the Inquiry (Tolland)" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:22:43Z	q0230	chain	"east of his home and sat in" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:22:46Z	q0237	T2	"wooden leg" "loosened them as quick as I could"	10	200	2	2	5	
2026-09-14T07:22:52Z	q0238	markerQ2	"Transcript of the Inquiry (Musham)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:23:01Z	q0236	chain	"Diagram by Douglas A. Swanson diminished" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:23:08Z	q0239	chain	"Daniel Sullivan’s barns was on the" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:23:08Z	q0242	chain	"October 8, 1871 FIGURE 51—THE ANNE" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:23:13Z	q0240	T2	passageway "loosened them as quick as I could"	10	200	1	1	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:23:16Z	q0243	chain	"view of the barn.” Had the fire started" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:23:18Z	q0244	chain	"Jeffer- son? Between Canal and Clinton" "fronting south? A. Yes sir. Q. What is the" "board of police and fire commissioners" "the commis- sioners or marshals.!? It"	10	200	1	1	5	
2026-09-14T07:23:23Z	q0245	T2	"feet west" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:23:23Z	q0241	markerQ2	"Transcript of the Inquiry (Rau)" "loosened them as quick as I could"	10	200	0	0	0	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:23:27Z	q0247	chain	"Historical Society, does not indicate the" "leg. He apparently lost the original" "that these persons might be interviewed" "stated in a sworn affidavit that"	10	200	1	1	4	
2026-09-14T07:23:30Z	q0249	markerQ2	"Transcript of the Inquiry (Conway)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:23:31Z	q0248	T2	"feet east" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:23:32Z	q0250	chain	"that when he first saw the fire, it had" "high as that door. I sat" "home also burned down. One might" "later, at about 9:20 P.M. See"	10	200	0	0	0	
2026-09-14T07:23:36Z	q0251	markerQ2	"Transcript of the Inquiry (Schimmals)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:23:40Z	q0253	chain	"witnessed the fire in its early" "wait for three quarters of an" "attested that he was at the O’Leary" "on October 20, about five weeks"	10	200	1	1	4	
2026-09-14T07:23:44Z	q0254	markerQ2	"Transcript of the Inquiry (Fiene)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:23:44Z	q0246	chain	"wide and 118 feet deep. The" "o'clock, he saw fire in Leary’s" "this subdivision. As platted, DeKoven Street" "the block in an east-west direction"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:23:49Z	q0255	chain	"256 Said I, “It is time for me to" "had nothing on but his pants" "A. The door was here. c As I came" "ings there? A. I didn’t, because"	10	200	1	1	5	
2026-09-14T07:23:51Z	q0256	chain	"Street, and southeast of the O’Leary" "Sullivan acquired another tract of land" "Douglas A. Swan- son. 56. Daniel" "west half of lot 19 Figure"	10	200	1	1	4	
2026-09-14T07:23:55Z	q0257	seed2	"I couldn't tell. I got excited" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:23:55Z	q0252	T2	"feet from" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:23:58Z	q0259	chain	"testified that “I was in my own basement in" "during the party that evening, and" "post-fire photo- graphs, and other information" "home blocked his view. Sullivan testified"	10	200	1	1	5	
2026-09-14T07:24:00Z	q0260	seed2	"This is Jefferson Street" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:01Z	q0258	chain	"horses out. 18 and in another" "wide was that alley? A. I do not know" "reason why. I commenced to get" "in other buildings. A. Yes sir"	10	200	1	1	4	
2026-09-14T07:24:02Z	q0261	T2	"total distance" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:24:07Z	q0263	seed2	"No sir. I could not say. Q. What three" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:24:09Z	q0262	chain	"and his brothers “bought a place”" "1870. With two barns in the" "by McFarland. LIBRARY OF CONGRESS CATALOGUING-IN-PUBLICATION" "Cover art: “The Cause of the"	10	200	1	1	4	
2026-09-14T07:24:10Z	q0265	T2	seconds "loosened them as quick as I could"	10	200	1	1	4	
2026-09-14T07:24:10Z	q0264	chain	"stream put on that. Catherine Sullivan" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:13Z	q0266	seed2	"Almost every house" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:18Z	q0270	seed2	"Where do you live? A. 134 DeKoven" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:18Z	q0268	T2	"one minute" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:19Z	q0269	chain	"pervasive or non-existent throughout the area" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:19Z	q0267	chain	"much as thirty-seven feet, Andreas would" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:24Z	q0272	T2	"FIGURE 54" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:24:27Z	q0274	chain	"five-foot alleyway. Sullivan’s lo- cation is" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:28Z	q0271	seed2	"Denis Ryan" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:24:29Z	q0273	chain	"corner of Forbes’s home would have" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:30Z	q0275	T2	"FIGURE 78" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:24:33Z	q0277	seed2	"Regan" "Q." "Leary" "loosened them as quick as I could"	10	200	2	2	5	
2026-09-14T07:24:35Z	q0278	chain	"McLaughlin house house | DeKoven Street" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:38Z	q0276	chain	"half of lot 19 Figure 64" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:39Z	q0279	T2	"FIGURE 64" "loosened them as quick as I could"	10	200	1	1	4	
2026-09-14T07:24:44Z	q0282	chain	"of lot 18 the middle half-lot" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:44Z	q0281	chain	"possible that Forbes’s home also burned" "di- agram of the O’Leary neighborhood" "neighbors of the O’Learys, cannot be" "Sullivan to ex- plain why he"	10	200	1	1	4	
2026-09-14T07:24:46Z	q0280	seed2	"the first that I heard" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:24:46Z	q0283	T2	"west parcel" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:24:50Z	q0285	chain	"Great Chicago Fire and the Myth" "statements made during Sullivan’s ques- tioning" "Leary’s place. I lived on the" "it was probably taller than the"	10	200	1	1	5	
2026-09-14T07:24:51Z	q0284	chain	"Sul- livan’s view see Appendix B" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:24:53Z	q0286	seed2	"woke" "Leary" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:24:56Z	q0287	T2	"east parcel" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:24:56Z	q0288	chain	"130-31. Although Andreas per- suasively argues" "appears to be compelling proof that" "favor- able light. If the fire" "Michael McDermott that was published in"	10	200	1	1	4	
2026-09-14T07:25:03Z	q0290	T2	"contiguous parcels" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:06Z	q0291	chain	"earlier claimed in a sworn affidavit" "stayed there as long as from" "A man by the name of Regan" "west end of it. Q. They were shut"	10	200	1	1	5	
2026-09-14T07:25:09Z	q0292	chain	"this subdivision. As platted, DeKoven Street" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:16Z	q0294	chain	"I have been there in Leary’s" "at the west end of it.!! Q. Do you" "it. Q. Did he have a barn in the" "Jefferson. Q. How many buildings should"	10	200	1	1	5	
2026-09-14T07:25:17Z	q0295	chain	"Douglas A. Swan- son. 56. Daniel" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:22Z	q0296	chain	"there. I couldn’t tell what time" "build- ing? A. Yes sir. I do. Q. There" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:25:23Z	q0293	T2	"In front of which" "loosened them as quick as I could"	10	200	1	1	3	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:25:29Z	q0298	chain	"Jeffer- son? Between Canal and Clinton" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:30Z	q0299	T2	"went next door" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:25:35Z	q0300	chain	"fronting south? A. Yes sir. Q. What is the" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:35Z	q0301	T2	"not yet broken through" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:39Z	q0297	chain	"west half of lot 19 Figure" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:25:41Z	q0303	T2	"through the roof" "loosened them as quick as I could"	10	200	1	1	4	
2026-09-14T07:25:42Z	q0302	chain	"before O'Leary testified, and is reprinted" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:44Z	q0304	chain	"by McFarland. LIBRARY OF CONGRESS CATALOGUING-IN-PUBLICATION" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:25:51Z	q0307	chain	"in Block 38 in this subdivision" "barn.” See “The Great Fire,” Chicago" "line. See Figure 54. Like the" "direction. Seven-and-one- half feet were taken"	10	200	1	1	4	
2026-09-14T07:25:54Z	q0306	chain	"on lot 21, that he lived in a house" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:26:02Z	q0309	chain	"It might be fourteen or fifteen" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:26:05Z	q0305	T2	"Regan and Sullivan" "loosened them as quick as I could"	10	200	2	2	3	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:26:09Z	q0310	chain	"12th witness Q. Where do you" "of the board of police and fire commissioners" "years.’ I guess the number is" "the commis- sioners or marshals.!? It"	10	200	1	1	5	
2026-09-14T07:26:11Z	q0311	T2	"Sullivan and Regan" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:26:16Z	q0308	chain	"and McLaughlin homes. But in 1871" "of William White’s house, and William" "land, lot 21. This lot was also on the" "on the only remaining Sullivan parcel—the"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:26:24Z	q0312	chain	"118 The Great Chicago Fire and the Myth" "indicate the source of his conclusions" "sight. Diagram by Douglas A. Swanson" "leg. He apparently lost the original"	10	200	1	1	4	
2026-09-14T07:26:25Z	q0314	chain	"the rear part of my own" "and some historians have suggested that" "information from his- torical works on" "that while in front of White’s"	10	200	1	1	5	
2026-09-14T07:26:32Z	q0316	chain	"place” for their mother. Daniel Sullivan" "would be able to keep both" "Chicago Fire Oct cu Bulkeley Compar" "as much as thirty-seven feet, Andreas"	10	200	1	1	4	
2026-09-14T07:26:33Z	q0315	chain	"interviewed. Also, the transcript of the" "affidavit that when he went into the O’Leary barn" "that when he first saw the fire, it had" "PROPERTIES October 8, 1871 FIGURE 51—THE"	10	200	1	1	4	
2026-09-14T07:26:41Z	q0318	chain	"high as that door. I sat" "home also burned down. One might" "later, at about 9:20 P.M. See" "stages.” He notes, for example, that"	10	200	0	0	0	
2026-09-14T07:26:42Z	q0317	chain	"hay loft of 116 The Great" "entrance of this passageway to the" "claimed he ran can now be determined" "that Sullivan allegedly traveled would be"	10	200	1	1	4	
2026-09-14T07:26:46Z	q0319	chain	"before calling down to Brown? Even" "home on the night of the fire: “Daniel" "256 Said I, “It is time for me to" "and his shirt, and this is the way he"	10	200	1	1	4	
2026-09-14T07:26:47Z	q0320	chain	"hobble 193 feet, which is more" "to the barn, which was at the rear of" "was between the O’Leary/McLaughlin and Dalton" "barn on October 8, 1871, but"	10	200	1	1	4	
2026-09-14T07:26:54Z	q0313	T2	"started the fire" "loosened them as quick as I could"	10	200	2	2	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:26:55Z	q0321	chain	"A. The door was here. c As I came" "you because there was a little" "children out, and I couldn’t see" "were. Q. Doing their best to"	10	200	1	1	5	
2026-09-14T07:26:59Z	q0323	T2	"one-legged" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:26:59Z	q0324	chain	"Sullivan Notes 1. Chicago Title Insurance" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:00Z	q0322	chain	"of lot 19. See Chicago Title" "what would eventually be the O'Leary" "wood shavings. The hay or shavings" "it appears that although the upper"	10	200	1	1	4	
2026-09-14T07:27:02Z	q0325	T2	"feet wide" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:27:03Z	q0326	chain	"earlier claimed in a sworn affidavit" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:06Z	q0327	chain	"rear of the cow shed, and this" "boards, and he half fell over" "lost the original in a railroad"	10	200	1	1	3	
2026-09-14T07:27:06Z	q0328	T2	"feet to the" "loosened them as quick as I could"	10	200	2	2	5	
2026-09-14T07:27:06Z	q0329	chain	"at the west end of it.!! Q. Do you" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:27:09Z	q0331	T2	"sidewalks" "loosened them as quick as I could"	10	200	2	2	5	
2026-09-14T07:27:10Z	q0332	chain	"it. Q. Did he have a barn in the" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:13Z	q0333	heads	"Transcript of the Inquiry (Daniel Sullivan)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:27:14Z	q0334	chain	"line. See Figure 54. Like the" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:15Z	q0335	chain	"destroyed by the fire. It is possible" "or non-existent throughout the area that" "Musham’s monograph includes a di- agram" "as far as the Dalton house, a corner"	10	200	1	1	4	
2026-09-14T07:27:17Z	q0336	heads	"Transcript of the Inquiry (Catherine O'Leary)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:27:19Z	q0337	chain	"as much as thirty-seven feet, Andreas" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:20Z	q0338	chain	"Sullivan and Dennis Regan, who were" "commissioners and marshals never asked Sullivan" "Myth of Mrs. O’Leary’s Cow The" "made during Sullivan’s ques- tioning before"	10	200	1	1	5	
2026-09-14T07:27:20Z	q0339	heads	"Transcript of the Inquiry (Patrick O'Leary)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:27:23Z	q0340	chain	"White owned not one but two" "As platted, DeKoven Street was forty" "van sat in front of White’s" "Tribune, 26 November 1871, p. ie"	10	200	1	1	4	
2026-09-14T07:27:23Z	q0341	chain	"O'Leary \ house \ ' | Murray" "Leary’s place. I lived on the" "it was probably taller than the" "Benner, In- quiry, vol. 4, pp"	10	200	1	1	4	
2026-09-14T07:27:24Z	q0342	heads	"Transcript of the Inquiry (Catherine Sullivan)" "loosened them as quick as I could"	10	200	0	0	0	
2026-09-14T07:27:27Z	q0344	chain	"Andreas provides what initially appears to" "fire department in a much less" "a sworn statement before Michael McDermott" "sat in front of White’s house"	10	200	1	1	5	
2026-09-14T07:27:28Z	q0345	heads	"Inquiry (D. Sullivan)" "loosened them as quick as I could"	10	200	1	1	4	
2026-09-14T07:27:29Z	q0343	chain	"White owned the adjoining land to" "south side of DeKoven Street, but" "half of lot 18, or the west" "by Douglas A. Swan- son. 56"	10	200	1	1	4	
2026-09-14T07:27:31Z	q0347	heads	"Appendix B" "feet" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:27:32Z	q0346	chain	"A man by the name of Regan" "four cows tied. That was the" "bring feed. I knew where the" "The whole block from that to"	10	200	1	1	5	
2026-09-14T07:27:34Z	q0348	chain	"the west half of lot 19" "build- ing, and one of my boys was out" "was forty feet wide. On July" "from the rear of the future"	10	200	1	1	5	
2026-09-14T07:27:35Z	q0349	heads	"= the width of" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:27:36Z	q0350	chain	"could. Of course there was an engine" "Do you know that two-story new build" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:27:39Z	q0352	heads	"= the distance" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:27:39Z	q0351	chain	"fire, it is possible to graphically" "White’s house, “I saw a fire in Leary’s barn" "and the Myth of Mrs. O’Leary’s" "probably did go to the O’Leary"	10	200	1	1	5	
2026-09-14T07:27:40Z	q0353	chain	"12th witness Q. Where do you" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:46Z	q0355	chain	"years.’ I guess the number is" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:27:46Z	q0354	chain	"her son’s horses on her own" "2002 by McFarland. LIBRARY OF CONGRESS" "Background imag ™ =A am |" "the O’ Leary barn = 192"	10	200	0	0	0	
2026-09-14T07:27:54Z	q0357	chain	"determined, using the Pythagorean Theorem the" "be: 108.17 feet= the distance that" "one-half the length of a football" "of the O'Leary property. Indeed, he"	10	200	0	0	0	
2026-09-14T07:27:54Z	q0356	chain	"Myth of Mrs. O’Leary’s Cow would be" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:28:04Z	q0359	chain	"the north or south side of" "number? A. 137. Q. Do you know" "The report of the board of police and fire commissioners" "is quite likely, though, that on"	10	200	1	1	4	
2026-09-14T07:28:05Z	q0358	chain	"to the front of the O’Leary" "evidence seems clear that the fire" "Title Insurance Company records; Figure 63" "property. On this same day another"	10	200	1	1	4	
2026-09-14T07:28:14Z	q0360	chain	"tive to the location of Forbes’" "sight. Diagram by Douglas A. Swanson" "leg. He apparently lost the original" "the in- quiry investigation and the"	10	200	1	1	4	
2026-09-14T07:28:20Z	q0362	chain	"O’Leary barn, “he found the hay in the" "broken through the roof of the" "PROPERTIES October 8, 1871 FIGURE 51—THE" "high as that door. I sat"	10	200	1	1	4	
2026-09-14T07:28:27Z	q0361	chain	"caught fire, and he immediately attempted" "of the barn door adjoining the" "Sul- livan sit?! Chicago real estate" "Chicago city directories for the years"	10	200	1	1	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:28:27Z	q0363	chain	"home also burned down. One might" "later, at about 9:20 P.M. See" "stages.” He notes, for example, that" "worse, did the commis- sioners deliberately"	10	200	0	0	0	
2026-09-14T07:28:36Z	q0365	chain	"home on the night of the fire: “Daniel" "reprinted in Appendix C. The commissioners" "256 Said I, “It is time for me to" "put up his hands and scratched"	10	200	1	1	4	
2026-09-14T07:28:37Z	q0364	chain	"of the City of Chicago depicts" "barn still would have been obstructed" "Sullivan sit? As explained in Appendix" "depicts the di- mensions of the"	10	200	1	1	4	
2026-09-14T07:28:43Z	q0366	chain	"A. The door was here. c As I came" "outside right up against the barn" "west half of lot 19, and that" "feet.! Q. The barn was in the rear"	10	200	1	1	5	
2026-09-14T07:29:01Z	q0367	chain	"the barn. Furthermore, it appears that" "O’Leary home together at about nine" "the barn, somehow the fire started" "At the time the fire broke out, there was"	10	200	1	1	3	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:29:07Z	q0368	chain	"couldn’t see anything but the fire. Q. Just about" "stop the fire. A. Yes sit. I suppose" "Title Insurance Company records indicate that"	10	200	1	1	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:29:08Z	q0369	chain	"visiting the O’ Learys. If so" "excited. Q. It was filled with fire? A. It" "loosened them as quick as I could"	10	200	1	1	4	
2026-09-14T07:29:14Z	q0370	chain	"or non-existent throughout the area that" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:29:17Z	q0371	chain	"alleyway. Sullivan’s lo- cation is presumed" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:29:21Z	q0372	chain	"of the first buildings to be destroyed" "Sullivan’s View of the Barn H" "the Forbes house was set back" "drawn from the statements of Daniel"	10	200	1	1	4	
2026-09-14T07:29:27Z	q0373	chain	"lo- cation. It seems at least" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:29:28Z	q0374	chain	"a neighbor’s house. The commissioners and" "Myth of Mrs. O’Leary’s Cow The" "answers are the final statements made"	10	200	1	1	4	
2026-09-14T07:29:37Z	q0376	chain	"place? A. I went across the" "at least two stories high, so" "In- quiry, vol. 4, pp. 130-31" "History of Chicago historian A. T"	10	200	1	1	4	
2026-09-14T07:29:38Z	q0375	chain	"I stood up again, and I" "possibly two stories in height would" "as twenty or twenty-five minutes, sitting" "on was in the front of Leary’s"	10	200	1	1	5	
2026-09-14T07:29:55Z	q0378	chain	"half of lot 19 Figure 64" "and sat in front of William" "of lot 18 the middle half-lot" "account of it. I went and got my horses"	10	200	1	1	5	
2026-09-14T07:30:03Z	q0377	chain	"that potentially de- picts the fire" "O’Leary, Sullivan also gave a sworn" "livan” called him out of bed" "Daniel Sullivan testified that he sat"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:30:08Z	q0379	chain	"almost directly op- posite the O’Leary" "is quite possible that one of" "the subdivision in which the O’Learys" "property. On this same day another"	10	200	1	1	4	
2026-09-14T07:30:14Z	q0381	chain	"White was still in the area" "Sullivan’s testi- mony through the lens" "livan’s view see Appendix B. Finally" "O’Leary barn that Sunday, he was"	10	200	1	1	4	
2026-09-14T07:30:23Z	q0382	chain	"and his brothers “bought a place”" "Mrs. O’Leary’s Cow, first published in" "Historical Society’s Harry E. Pratt Memorial" "O’Leary passageway across the street +"	10	200	1	1	4	
2026-09-14T07:30:31Z	q0383	chain	"Figure 54, total 90 feet. The" "108.17 feet. Therefore, the approximate total" "possible that Sullivan, hampered by his" "assume that Sullivan would have run"	10	200	0	0	0	
2026-09-14T07:30:38Z	q0384	chain	"distance from the DeKoven Street en" "suddenly stretched out his legs as" "DeKoven and Clinton streets and seventy-five" "street. This resulted in a taking"	10	200	1	1	4	
2026-09-14T07:30:45Z	q0385	chain	"previous chapter. While inside, he dropped" "strolling down the alley and stopped" "lot.” But in 1871 William White" "White’s “west parcel.” The reasons are"	10	200	1	1	4	
2026-09-14T07:30:51Z	q0380	chain	"A man by the name of Regan" "furthest corner. b On this end" "herself, and I used to go" "thing that took afire was a"	10	200	1	1	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:31:01Z	q0387	chain	"city used to make their home" "there any building on fire? A. Yes sir. The" "other houses as fast as they" "thought the world was on fire"	10	200	1	1	5	
2026-09-14T07:31:07Z	q0388	chain	"PROPERTIES October 8, 1871 FIGURE 51—THE" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:31:12Z	q0386	chain	"Street prior to the time he was deeded" "Sullivan sat in front of a" "joining properties, a “west parcel” and" "distance to 193 feet.” An Analysis"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:31:16Z	q0389	chain	"ct stree  On the south" "1871 12th witness Q. Where do" "anything about the fire? Where it commenced" "and fire commissioners, embodying the results"	10	200	1	1	4	
2026-09-14T07:31:18Z	q0390	chain	"tered the barn, the fire had not yet broken" "scenario is not at all implausible:”" "few minutes before going home.”’ While" "the final analysis the most damning"	10	200	1	1	4	
2026-09-14T07:31:26Z	q0391	chain	"hundred and thirty six, now.’ Q" "vember 25, 1871, the day Sullivan" "be irrelevant. But such a possibility" "Forbes’ home. Although Andreas’ History of"	10	200	1	1	4	
2026-09-14T07:31:26Z	q0392	chain	"to go in there and bring feed.”" "portion. Q. What seemed to be" "loosened them as quick as I could"	10	200	1	1	5	
2026-09-14T07:31:32Z	q0394	chain	"wide. On July 30, 1855, the" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:31:40Z	q0395	chain	"ie Finally, his sworn statement published" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:31:47Z	q0396	chain	"the east half of lot 19" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:31:49Z	q0393	chain	"sight. Diagram by Douglas A. Swanson" "leg. He apparently lost the original" "Tribune’s sum- mary of the proceedings" "loft on fire.” This affidavit was"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:31:59Z	q0397	chain	"half-lot. So where was the other barn" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:32:03Z	q0398	chain	"the barn. Furthermore, it appears that" "Q. You spoke of a party" "home also burned down. One might" "later, at about 9:20 P.M. See"	10	200	0	0	0	
